id,primary_topic_openai,primary_subtopic_openai,confidence_openai,secondary_concepts_openai,reasoning_openai,primary_topic_claude,primary_subtopic_claude,confidence_claude,secondary_concepts_claude,reasoning_claude,models_agree,final_topic,final_subtopic,decision_method,needs_human_review,arb_primary_topic,arb_primary_subtopic,arb_primary_conf,arb_secondary_topic,arb_secondary_subtopic,arb_is_dual_modal,arb_decision,arb_conf_tier,secondary_primary_topic,secondary_primary_subtopic,is_dual_modal,confidence_tier,question,primary_survey
56,Social,Crime,0.8,"[{'topic': 'Demographic', 'subtopic': 'Race'}, {'topic': 'Social', 'subtopic': 'Disability'}]","This asks whether bullying was perceived as motivated by protected characteristics (bias-related), which is most directly a hate/bias victimization (crime) issue and also ties to demographic categories like race and disability.",Social,Crime,0.91,"[{'topic': 'Demographic', 'subtopic': 'Race'}, {'topic': 'Demographic', 'subtopic': 'Ethnicity'}, {'topic': 'Social', 'subtopic': 'Disability'}]","Question investigates whether bullying was motivated by protected characteristics including race, religion, ethnicity, disability, gender, and sexual orientation, relevant to hate crime classification.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"When you were bullied in school this year, did you ever think it was related to: Your race? Your religion? Your ethnic background or national origin- for example, people of Hispanic origin? Any condition you may have - such as a physical, mental, or developmental condition? Your gender? Your sexual orientation - such as gay, lesbian, bisexual, or straight? Your physical appearance?",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
57,Social,Crime,0.9,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Demographic', 'subtopic': 'Race'}]","The question asks about hate-related name-calling (bias-motivated harassment), which is a crime/victimization concept located in the school context and tied to demographic groups such as race.",Social,Crime,0.92,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Demographic', 'subtopic': 'Race'}]","Question documents hate-related verbal harassment in school settings based on protected characteristics, directly measuring hate crime victimization.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"During this school year, has anyone called you an insulting or bad name at school having to do with your race, religion, ethnic background or national origin, disability, gender, or sexual orientation? We call these hate-related words.",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
58,Demographic,Race,0.85,"[{'topic': 'Social', 'subtopic': 'Disability'}, {'topic': 'Social', 'subtopic': 'Crime'}]","This item asks which protected characteristics (race, disability) the hate-related words targeted, so demographic categories (race) are primary, with disability and hate-related crime as relevant secondaries.",Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Race'}, {'topic': 'Social', 'subtopic': 'Disability'}]","Follow-up question specifying which protected characteristics motivated hate-related words, continuing hate crime victimization documentation.",False,Social,Crime,pick_haiku45,False,Social,Crime,0.92,,,False,pick_haiku45,medium,,,False,medium,"Were any of the hate-related words related to... Your race? Any disability you may have - such as physical, mental, or developmental disabilities? ",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
59,Social,Crime,0.9,"[{'topic': 'Social', 'subtopic': 'Schools'}]","The question asks about observing hate-related words or symbols written at school, which is a form of bias-motivated vandalism/harassment (crime) occurring in school locations.",Social,Crime,0.91,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Government', 'subtopic': 'Geography'}]","Question documents exposure to hate symbols and messages in school environments, measuring school-based hate crime indicators and school safety concerns.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"During this school year, have you seen any hate-related words or symbols written in school classrooms, school bathrooms, school hallways, or on the outside of your school building?",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
60,Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Computer & Internet Use'}, {'topic': 'Social', 'subtopic': 'Schools'}]","Question asks about hate-related content (a form of harassment/victimization) posted on school-sponsored online platforms, linking it to crime/harassment and internet use in schools.",Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'Computer & Internet Use'}]","Question directly addresses hate-related criminal behavior and harassment in school settings, specifically through digital platforms used by schools.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"During this school year, have you seen any hate-related words, pictures, videos, or symbols posted on school sponsored websites or applications? This could include any website or application the school uses on a regular basis such as Google Classroom, Schoology, or Zoom.",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
61,Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'Children'}]","Question concerns skipping virtual classes due to fear of harm from other students, which is a school-based victimization/fear issue.",Social,Crime,0.92,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question measures avoidance behavior due to fear of peer victimization and harmful conduct in school, which is a crime-related concern affecting school attendance.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"During this school year, did you ever skip any virtual classes because you were afraid other students would do things that make you feel bad or are hurtful to you?",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
62,Social,Crime,0.96,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'Police'}]","Question asks about avoiding specific school locations because of fear of attack or harm, directly addressing school safety and victimization.",Social,Crime,0.96,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question directly assesses fear of attack or harm and resulting avoidance of specific school locations, which are core crime victimization and safety concerns.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"During this school year, did you ever STAY AWAY from any of the following places because you thought someone might attack or harm you there? For example, did you ever stay away from… The shortest route to school because you thought someone might attack or harm you? The entrance into the school? Any hallways or stairs in school? Parts of the school cafeteria or lunchroom? Any school restrooms? Other places inside the school building? School parking lot? Other places on school grounds? School bus or bus stop?",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
63,Social,Crime,0.96,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'Children'}]","Question asks about avoiding school activities due to fear of being attacked or harmed, which is a form of school-related victimization/fear.",Social,Crime,0.94,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question measures avoidance of school activities due to fear of attack or harm, directly related to crime victimization and school safety.",True,Social,Crime,agreement,False,,,,,,,,,,,,,Did you AVOID any activities at your school because you thought someone might attack or harm you?,School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
64,Social,Crime,0.96,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'Children'}]","Question specifically addresses avoiding classes because of fear of harm, a school safety and victimization issue.",Social,Crime,0.94,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question measures class avoidance due to fear of attack or harm, a direct indicator of crime-related concerns affecting school participation.",True,Social,Crime,agreement,False,,,,,,,,,,,,,Did you AVOID any classes because you thought someone might attack or harm you?,School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
65,Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question asks about absenteeism from school due to fear of attack or harm, tying into school safety and impact on school attendance.",Social,Crime,0.96,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question directly addresses school absenteeism due to fear of attack or harm in school-related contexts, a primary crime victimization concern.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"Did you stay home from school because you thought someone might attack or harm you in the school building, on school property, on a school bus, or going to or from school?",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
66,Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Social', 'subtopic': 'Children'}]","Question measures frequency of fear of attack on school property, a direct indicator of perceived victimization and school safety.",Social,Crime,0.96,"[{'topic': 'Social', 'subtopic': 'Schools'}]","Question measures frequency of fear regarding potential attack or harm in school settings, a core indicator of crime victimization risk perception.",True,Social,Crime,agreement,False,,,,,,,,,,,,,How often are you afraid that someone will attack or harm you in the school building or on school property?,School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
67,Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Schools'}, {'topic': 'Economic', 'subtopic': 'Commute/Commuting'}]","Question asks about fear of harm on school buses or en route to school, relating to school safety and travel to school (commuting).",Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Schools'}]","Question measures frequency of fear regarding potential attack or harm during school transportation and commute, a crime victimization concern.",True,Social,Crime,agreement,False,,,,,,,,,,,,,How often are you afraid that someone will attack or harm you on a school bus or on the way to and from school?,School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
68,Social,Crime,0.95,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Household'}]","Question asks about general fear of attack or harm outside school contexts, a broader victimization/fear measure affecting children and household well-being.",Social,Crime,0.93,"[{'topic': 'Social', 'subtopic': 'Schools'}]","Question measures general fear of attack or harm outside school contexts, assessing broader crime victimization concerns among school-age respondents.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"Besides the times you are in the school building, on school property, on a school bus, or going to or from school, how often are you afraid that someone will attack or harm you?",School Crime Supplement (SCS)/National Crime Victimization Survey (NCVS)
