question_text,char_length,word_count,num_surveys
"Q28b. With this next question, I’m going to read a list of 11 different types of services or assistance you may have received. You can say yes to more than one type. Did you receive… ASSIST_HOTLINE Crisis hotline counseling? Counseling or therapy? Assistance getting a restraining, protection, or no-contact order? Legal or court services? Federal or state victim compensation? Short term or emergency financial assistance? Shelter or safehouse services? Safety planning? Risk or threat assessment? Medical advocacy? Any other services?",536,80,1
"Q28c. You reported that you sought services from an office or agency that assists victims of crime, but did not receive them. Why did you not receive these services? Was it because… ASSIST_AREA Services were not available in your local area?",241,41,1
ASSIST_TRANSPORT You did not have a means of transportation to and from the service provider?,93,15,1
ASSIST_CHILDCARE You did not have childcare to go to get services?,66,11,1
"ASSIST_ACCOMODATE The service provider could not accommodate you (for example, there were no beds available in a shelter)? You were unable to take time off of work or school to get services? There were language barriers? You were not eligible for services? Some other reason?",275,45,1
"Q29. There are things that people might try to do to protect themselves or stop unwanted contacts or behaviors from continuing. In the past 12 months, have you done any of the following because of the unwanted contacts or behaviors you experienced? ACTION_BLOCKED Have you blocked unwanted calls, messages, or other communications?",331,52,1
ACTION_INFO Have you changed your personal information?,55,7,1
ACTION_INFOLST ACTION_INFOLSTSP What personal information did you change?,73,8,1
"ACTION _ORDER Have you applied for a restraining, protection, or no-contact order?",82,12,1
ACTION_SECURITY Have you taken self-defensive actions or other security measures?,81,10,1
ACTION_SECURITYLST ACTION_SECURITYLSTSP What self-defensive actions or security measures did you take?,102,11,1
ACTION_ACTIVITIES Have you changed your day-to-day activities?,62,7,1
ACTION_ACTIVITIESLST ACTION_ACTIVITIESLSTSP What day-to-day activities did you change?,86,8,1
ACTION _PROTECT ACTION _PROTECTSP Did you do anything else to protect yourself or stop the unwanted contacts or behaviors from continuing?,138,21,1
"Q30. Some people might ask others for help in order to protect themselves or to stop unwanted contacts or behaviors from continuing. In the past 12 months, did you… ACTION_ADVICE Ask for advice or help from friends or family? Ask people not to release information about you? Hire a private investigator? Ask for advice or help from an attorney? Talk to a counselor or therapist? talk to a doctor or nurse? Talk to your Clergy or faith leader? Talk to your boss or employer? Talk to your teacher or school official? Contact your building or workplace security person? Are these unwanted contacts or behaviors still going on?",623,107,1
ACTION_STOPPED ACTION_STOPPEDSP ACTION_STOPPEDSP2 Q32. Why do you think these unwanted contacts or behaviors stopped? Anything else?,132,16,1
"Unwanted contacts or behaviors may affect people in different ways. Next I would like to ask you some questions about how the unwanted contacts or behaviors you experienced may have affected you. ACTION_PEERS Q33. Did experiencing these unwanted contacts or behaviors lead you to have significant problems with your job or schoolwork, or trouble with your boss, coworkers, or peers?",382,60,1
